Title,rating,is_action,is_crime,is_music,is_drama,is_family,is_comedy,is_romance,is_fantasy,is_mystery,is_war,is_biography,is_history,is_thriller,is_adventure,is_horror,is_animation,is_sport,is_sci-fi,is_documentary,duration_m,log_box_office,star_score,special_day
Aankhen,7.4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,165.0,4.131782138737283,2,0
Company,8.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0,3.9017929831661315,2,0
Aap Mujhe Achche Lagne Lage,3.1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,180.0,3.5445675270540336,1,0
Na Tum Jaano Na Hum,4.9,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,158.0,3.385768299066674,2,0
Hum Tumhare Hain Sanam,5.4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,174.0,3.8795860960582313,3,0
Hum Kisi Se Kum Nahin,4.2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,161.0,4.213878582811564,2,0
Mere Yaar Ki Shaadi Hai,5.5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,158.0,3.409229216194612,0,0
The Legend of Bhagat Singh,8.1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,155.0,3.300322497891462,1,0
Awara Paagal Deewana,6.3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,158.0,4.046024761552343,1,0
Yeh Hai Jalwa,4.8,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,165.0,3.0081143499931264,1,0
Om Jai Jagadish,5.5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,172.0,3.1178770049670863,1,0
Humraaz,6.4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,173.0,4.080385760375976,0,0
Mujhse Dosti Karoge!,5.1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,149.0,3.8374207319351887,3,0
Dil Hai Tumhaara,5.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,210.0,3.4490062520164595,0,0
Gunaah,3.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.0,2.817977571636228,0,1
Rishtey,4.9,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,164.0,3.092739027990385,1,1
Saathiya,6.8,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,138.0,3.998292616317286,2,1
Kaante,6.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.0,4.286373334468339,2,1
Tujhe Meri Kasam,6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,155.0,3.4363071217163808,0,0
Talaash: The Hunt Begins...,4.3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.0,3.313048953021368,2,0
Dil Ka Rishta,4.9,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,150.0,2.9766725303246973,1,0
Jism,5.3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,136.0,3.3467994811707364,0,0
Kucch To Hai,4.3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,143.0,3.171021726592193,0,1
Bhoot,6.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,113.0,3.907923445349839,1,0
Main Prem Ki Diwani Hoon,3.8,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,197.0,4.109921777016355,2,0
Hawa,3.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,129.0,2.614610579819575,0,0
Jaal: The Trap,4.4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0,3.215246431493474,0,0
Darna Mana Hai,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,121.0,2.909234689447739,1,0
Hungama,7.6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,153.0,3.7719443753782405,0,0
Koi... Mil Gaya,7.1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,171.0,5.074843723961169,2,0
Footpath,5.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.0,2.7063975022007956,0,0
Gangaajal,7.8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.0,3.591588104255959,1,0
Zameen,5.4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,154.0,3.638711270995167,2,0
Baghban,7.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,181.0,4.256171382442288,3,1
Sssshhh...,4.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,163.0,2.5845854617167876,0,1
Pinjar,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.0,2.529769411443796,0,1
Kal Ho Naa Ho,7.9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,186.0,4.873807810764188,3,0
Paap,5.2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,120.0,2.2427090984299873,0,1
Chameli,6.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.0,2.4326481719796043,1,0
Ek Hasina Thi,7.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0,2.7765840561954156,1,0
Aetbaar,4.7,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,152.0,2.694484844278873,1,1
Khakee,7.4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.0,4.439456331619621,3,1
Ab Tak Chhappan,7.8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.0,3.3734893180749626,0,0
Murder,5.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,130.0,3.9066267422643186,0,0
Krishna Cottage,5.3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,124.0,2.6357509509711106,0,0
Masti,6.2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,166.0,4.202306215268578,1,1
Main Hoon Na,7.1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,179.0,4.775128866237599,1,0
Yuva,7.3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,161.0,3.855738866921699,1,0
Hum Tum,7.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,143.0,4.2662737984081565,3,0
Aan: Men at Work,5.8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.0,3.437067642101231,1,0
Dev,6.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.0,3.1430321087376187,1,0
Girlfriend,3.3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,126.0,2.6240494860669834,0,0
Lakshya,7.8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,186.0,4.350136362787703,3,0
Julie,4.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,144.0,3.42657218358767,0,0
Mujhse Shaadi Karogi,6.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,163.0,4.559204302507899,3,0
Taarzan: The Wonder Car,4.8,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,163.0,2.696676377149419,1,0
Fida,5.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.0,3.4819822324364154,2,0
Dhoom,6.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.0,4.640454284830787,0,0
Rakht,3.8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,162.0,2.9089016502334797,1,0
Tumsa Nahin Dekha,4.7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,128.0,2.5067964992298126,0,0
Madhoshi,4.6,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,122.0,2.3948861136548585,0,0
Tauba Tauba,2.1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,121.0,2.545731938396163,0,0
Veer-Zaara,7.8,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,192.0,4.9192590248457675,4,1
Aitraaz,6.6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,160.0,3.9431621998511437,3,1
Hulchul,7.1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,149.0,2.9789796465936966,1,0
Swades,8.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.0,3.9880844879396524,1,0
Raincoat,7.7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,117.0,2.2242202821116486,2,1
Ab Tumhare Hawale Watan Saathiyo,4.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,193.0,3.651444179375887,2,1
Dil Maange More!!!,5.2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,123.0,2.926452062721258,1,0
Vaada,6.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,122.0,2.8842314093011625,0,0
Insan,4.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.0,3.070028074548648,2,0
Shabd,5.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,140.0,2.8946476069641163,2,0
Black,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.0,4.295900638055869,3,0
Bewafaa,4.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,151.0,3.988607840610657,3,0
Zameer,3.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,137.0,1.4893376952511195,1,0
Zeher,5.6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,132.0,3.174514168724189,0,1
Kaal,4.7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,126.0,4.1042659707882905,1,0
Kyaa Kool Hai Hum,6.1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,172.0,3.889591106287263,0,0
Bunty Aur Babli,6.2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,170.0,4.737698276966335,3,0
Sarkar,7.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.0,4.363729338616663,1,0
Maine Pyaar Kyun Kiya,5.6,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,145.0,4.396954581737008,2,0
No Entry,6.6,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,158.0,4.946019427157815,2,0
Salaam Namaste,6.2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,158.0,4.416372437335649,3,0
Hanuman,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,138.0,2.878982339458827,0,0
Garam Masala,6.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,146.0,4.516742027585886,1,1
Shaadi No. 1,3.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,129.0,3.6074345288957836,1,1
Kyon Ki...,5.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,160.0,3.7057398208349133,2,1
Deewane Huye Paagal,5.6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,158.0,3.878676288407026,2,0
Apaharan,7.4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.0,3.9098189578296516,1,0
Neal 'n' Nikki,3.2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,122.0,2.9916784388601836,0,0
Bluffmaster,6.6,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,137.0,4.061639853047629,1,0
Vaah! Life Ho Toh Aisi!,4.8,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,153.0,2.9565888623168908,2,1
Zinda,4.9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,116.0,3.490154712522415,1,1
Iqbal,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,132.0,2.570029383705716,0,0
Rang De Basanti,8.1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,167.0,5.1175505697451875,1,1
Fight Club: Members Only,3.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,2.8975826264802946,0,0
Malamaal Weekly,7.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,137.0,4.443322603899789,0,0
Darna Zaroori Hai,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,108.0,3.0492696003087087,1,0
36 China Town,5.8,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,140.0,4.291190605763013,2,0
Fanaa,7.1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,168.0,5.0946306867351625,2,0
Chup Chup Ke,7.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,164.0,3.7837795467386575,2,0
Phir Hera Pheri,7.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,153.0,4.856233894920473,1,0
Krrish,6.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.0,5.423050970335086,3,0
Corporate,6.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0,3.504352906199955,0,0
The Killer,4.8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.0,2.7431417172286254,0,0
Omkara,8.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.0,4.298438589435564,3,0
Kabhi Alvida Naa Kehna,6.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,193.0,4.940383884245419,4,0
Naksha,3.6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,128.0,3.075587287072007,0,0
Dor,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.0,2.244965931040754,0,0
Khosla Ka Ghosla!,8.2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,135.0,2.7309955771110332,0,0
Woh Lamhe ...,6.5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,156.0,3.102635578005623,0,1
Don,7.2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,178.0,2.479966342430412,4,1
Apna Sapna Money Money,5.4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,134.0,3.828942097570358,0,0
Dhoom 2,6.6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,152.0,5.5382554084302384,3,0
Baabul,5.4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,169.0,4.009905140812836,3,0
Kabul Express,6.8,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,105.0,3.6263054125974836,2,0
Bhagam Bhag,6.7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,157.0,4.84596734154099,1,1
Risk,6.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.0,2.227942082572079,0,0
Salaam-E-Ishq,5.2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,216.0,4.210096226153874,3,1
Black Friday,8.4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,143.0,2.703241428583065,0,0
Eklavya: The Royal Guard,6.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,105.0,4.02969931187909,3,0
Honeymoon Travels Pvt. Ltd.,6.1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,118.0,3.555371128483846,0,0
Nishabd,5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.0,3.1369377569858967,1,0
Namastey London,7.1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,128.0,4.7015048027263715,2,0
Big Brother,4.1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.0,2.737915248628962,1,0
Bheja Fry,7.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0,3.306007604947484,0,0
Ta Ra Rum Pum,5.7,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,153.0,4.731864283672013,4,0
Life in a Metro,7.4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,132.0,3.8569228190007014,0,0
"Good Boy, Bad Boy",3.9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115.0,3.10071951811598,0,0
Cheeni Kum,6.8,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,140.0,3.9439251442083454,1,0
Shootout at Lokhandwala,7.1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.0,4.477242930629355,2,0
Fool N Final,3.6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,144.0,3.972974615673932,1,0
Apne,6.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,173.0,4.183242187592318,0,0
Awarapan,7.4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,126.0,3.165737419827492,0,0
Naqaab,5.4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,115.0,3.641045711923558,0,0
Cash,3.4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,137.0,4.013440289129814,1,0
Chak De! India,8.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,153.0,5.276582751863366,1,0
Heyy Babyy,6.1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,144.0,4.285377069084115,1,0
Ram Gopal Varma Ki Aag,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,171.0,3.118992598693012,2,0
Dhamaal,7.5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,136.0,4.565661735199301,1,0
Dhol,6.6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,145.0,3.8710449568988974,0,0
Johnny Gaddaar,7.8,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,135.0,2.553385800214184,0,0
Bhool Bhulaiyaa,7.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,159.0,4.974451860883802,2,1
Jab We Met,7.9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,138.0,4.520520352346019,2,0
Om Shanti Om,6.8,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,162.0,5.436904897680147,2,1
Saawariya,5.2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,142.0,4.130566512326873,3,1
Dhan Dhana Dhan Goal,5.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,167.0,3.7277260696004944,0,0
Aaja Nachle,6.2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.0,3.7417008220089745,2,0
Welcome,7.1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150.0,5.329152293808936,2,1
Sunday,5.5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,135.0,4.039674490326316,2,1
Mithya,7.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,110.0,2.7257666609221567,0,0
Jodhaa Akbar,7.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,213.0,5.043829236189633,2,1
Race,6.7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.0,5.125338653260952,2,1
One Two Three,5.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,135.0,3.8725653945209757,0,0
Krazzy 4,4.2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110.0,4.004710625303656,0,0
Tashan,3.8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0,4.402903462261634,3,0
Bhoothnath,6.4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150.0,4.199864790998183,1,0
Sarkar Raj,6.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.0,4.557276486190559,2,0
Mere Baap Pehle Aap,5.5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,163.0,4.14998915017531,0,0
Thoda Pyaar Thoda Magic,5.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,145.0,4.103868907344648,2,0
Love Story 2050,2.6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,180.0,3.4426015273904595,1,0
Jaane Tu... Ya Jaane Na,7.4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,155.0,5.036355060338199,0,0
Kismat Konnection,5.3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,153.0,4.152586132855573,2,0
Bachna Ae Haseeno,6.2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,152.0,4.610077352564027,4,0
God Tussi Great Ho,3.7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,152.0,3.5664838324000043,3,0
Mumbai Meri Jaan,7.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.0,2.373230772331199,0,0
Rock On!!,7.7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.0,4.256373041014213,0,0
A Wednesday,8.1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,104.0,3.5039822587628078,0,0
1920,6.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,143.0,3.394882327777871,0,0
Hello,3.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,129.0,3.534919909480192,0,1
Roadside Romeo,4.9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,93.0,2.6012934593696797,2,1
Heroes,5.7,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,139.0,3.5757619519136465,0,1
Fashion,6.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,167.0,4.3005812429227745,1,1
Golmaal Returns,5.3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,135.0,4.952559811249885,3,1
Dostana,6.4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,145.0,2.593102982994809,1,0
Yuvvraaj,4.1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,151.0,3.859323026133253,2,0
Oye Lucky! Lucky Oye!,7.7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125.0,2.9690967871981444,0,0
Rab Ne Bana Di Jodi,7.2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,167.0,5.454459431705124,4,0
Ghajini,7.4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,186.0,5.750677765512256,1,1
Raaz: The Mystery Continues,5.7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,151.0,4.179111248930461,0,1
Luck by Chance,7.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.0,3.462385156665059,0,0
Dev.D,7.9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,144.0,3.678441948116944,0,0
Billu,6.4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,137.0,4.074164819390005,0,1
Delhi-6,6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.0,4.362098500018689,0,0
13B: Fear Has a New Address,7.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,138.0,2.974825788867594,1,0
Dhoondte Reh Jaoge,5.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,131.0,2.8265918063480684,0,0
Gulaal,8.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,140.0,2.4739532640857287,0,0
8 x 10 Tasveer,5.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.0,3.685425424855822,1,0
99,7.3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,135.0,3.338818336798624,0,0
New York,6.8,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,153.0,4.748992200226596,3,0
Kambakkht Ishq,3.8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,142.0,4.785448348631048,2,0
Luck,4.9,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,141.0,3.9896321441292426,2,0
Love Aaj Kal,6.8,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,128.0,5.1290458563720716,2,0
Kaminey,7.4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,130.0,4.6606825181022264,2,0
Dil Bole Hadippa,4.7,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,148.0,4.092438682425873,2,1
Wake Up Sid,7.6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,138.0,4.26950688836375,1,0
Blue,3.8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,119.0,4.587191938967924,2,1
Aladin,4.7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,132.0,2.7522142039218487,2,0
London Dreams,5.4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.0,4.304517272379446,2,0
Ajab Prem Ki Ghazab Kahani,6.4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150.0,5.099336137610249,2,0
De Dana Dan,5.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.0,4.8046369785197935,2,1
Rocket Singh: Salesman of the Year,7.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150.0,3.7550653699196976,1,0
3 Idiots,8.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.0,6.239913816254168,4,1
Accident on Hill Road,4.1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,105.0,1.0352283806867186,0,0
Ishqiya,7.3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,118.0,4.175247598921441,1,0
My Name Is Khan,7.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.0,5.226527232310733,3,1
